ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT;BOOTH_ID;SUBINDUSTRY;SUBMARKET;SUBMARKET_1;MARKET_NAME;INDUSTRY_NAME
32400575;0215317             ;0;3;3;20140812;3;768645;17;1003;1003;二区市场;五金工具/配件
32400576;01F3-028            ;4;6;10;20140812;6;749618;513;1001;1001;一区市场;辅房(饰品·工艺品·配件)
32400577;0323837             ;0;12;12;20140812;12;777418;68;1004;1004;三区市场;办公学习用品
32400578;0434901A1           ;6;22;28;20140812;15;787387;78;1006;1006;四区市场;日用百货
32400579;01AA176A            ;0;2;2;20140812;2;759257;1;1001;1001;一区市场;花类
32400580;0434271B            ;1;7;8;20140812;6;786905;78;1006;1006;四区市场;日用百货
32400581;shop_120550         ;1;3;4;20140812;2;100009387;201109;2011;2011;国际生产资料市场;家居装饰灯
32400582;0561397             ;3;34;37;20140812;21;799065;63;1007;1007;五区市场;床上用品
32400583;0323566             ;1;6;7;20140812;6;775047;68;1004;1004;三区市场;办公学习用品
32400584;0568274             ;0;39;39;20140812;24;811902;146;1007;1007;五区市场;汽车用品
32400585;0328231-3           ;1;3;4;20140812;3;749803;65;1004;1004;三区市场;服装辅料
32400586;0560686             ;6;24;30;20140812;21;802271;184;1007;1007;五区市场;非洲产品展销中心
32400587;0326022             ;2;1;3;20140812;2;773417;119;1004;1004;三区市场;美容美发用品
32400588;0217905             ;0;3;3;20140812;3;771654;21;1003;1003;二区市场;电子仪器/照相器材
32400589;01A2135A            ;1;25;26;20140812;17;757202;115;1001;1001;一区市场;玩具
32400590;Y3-0060A            ;0;2;2;20140812;2;806358;144;1008;1008;篁园服装市场;女装
32400591;0328275             ;1;45;46;20140812;38;771102;65;1004;1004;三区市场;服装辅料
32400592;01AA452             ;0;1;1;20140812;1;751700;1;1001;1001;一区市场;花类
32400593;shop_103508         ;2;5;7;20140812;6;764579;500;1003;1003;二区市场;电池/灯/电筒(电子)
32400594;0321830B            ;36;79;115;20140812;65;776633;107;1004;1004;三区市场;笔墨纸制品
32400595;0219501             ;8;63;71;20140812;47;776992;32;1003;1003;二区市场;电子
32400596;0216015             ;7;65;72;20140812;57;774606;18;1003;1003;二区市场;五金厨卫
32400597;01A27391            ;2;1;3;20140812;3;751384;115;1001;1001;一区市场;玩具
32400598;0322255             ;0;1;1;20140812;1;775669;107;1004;1004;三区市场;笔墨纸制品
32400599;Y1-0050A            ;0;3;3;20140812;3;803880;141;1008;1008;篁园服装市场;裤
32400600;0321207             ;0;2;2;20140812;2;770483;107;1004;1004;三区市场;笔墨纸制品
32400601;0436450             ;0;22;22;20140812;12;791846;78;1006;1006;四区市场;日用百货
32400602;01A1827A            ;0;2;2;20140812;2;755119;115;1001;1001;一区市场;玩具
32400603;0210539             ;17;67;84;20140812;44;766212;24;1003;1003;二区市场;伞具
32400604;0435903             ;1;9;10;20140812;9;784780;78;1006;1006;四区市场;日用百货
32400605;Y4-0616A            ;0;1;1;20140812;1;805345;149;1008;1008;篁园服装市场;羊毛衫
32400606;0560598             ;5;99;104;20140812;63;100000002;182;1007;1007;五区市场;进口商品馆-饰品工艺品
32400607;0447173             ;0;8;8;20140812;3;789589;88;1006;1006;四区市场;围巾
32400608;0445279             ;0;2;2;20140812;2;792352;131;1006;1006;四区市场;皮带/配件
32400609;0324222             ;2;29;31;20140812;21;780316;68;1004;1004;三区市场;办公学习用品
32400610;0435632             ;3;6;9;20140812;6;787683;78;1006;1006;四区市场;日用百货
32400611;01A7691             ;2;42;44;20140812;4;812960;9;1001;1001;一区市场;装饰工艺
32400612;0439331             ;1;34;35;20140812;26;789833;133;1006;1006;四区市场;帽子
32400613;01A3936             ;0;2;2;20140812;2;759003;6;1001;1001;一区市场;头饰
32400614;0211939             ;0;2;2;20140812;2;766054;15;1003;1003;二区市场;箱包
32400615;05707951            ;1;33;34;20140812;21;100000933;600;1007;1007;五区市场;网商服务
32400616;01A4430             ;1;26;27;20140812;24;756329;7;1001;1001;一区市场;珠宝首饰
32400617;shop_116838         ;1;30;31;20140812;21;100008008;185;1007;1007;五区市场;虚拟商铺
32400618;shop_106047         ;0;2;2;20140812;2;797534;86;1006;1006;四区市场;文胸内衣
32400619;0434192             ;7;2;9;20140812;6;784201;78;1006;1006;四区市场;日用百货
32400620;0448050             ;0;1;1;20140812;1;795120;86;1006;1006;四区市场;文胸内衣
32400621;shop_97991          ;1;12;13;20140812;13;758724;18;1003;1003;二区市场;五金厨卫
32400622;0212725             ;0;1;1;20140812;1;765958;15;1003;1003;二区市场;箱包
32400623;0321703             ;1;3;4;20140812;3;770724;107;1004;1004;三区市场;笔墨纸制品
32400624;0436245             ;2;17;19;20140812;10;778804;78;1006;1006;四区市场;日用百货
32400625;0323935B            ;0;5;5;20140812;5;772866;68;1004;1004;三区市场;办公学习用品
32400626;0432464             ;6;27;33;20140812;11;775108;130;1006;1006;四区市场;袜类
32400627;0440334             ;0;4;4;20140812;4;786983;74;1006;1006;四区市场;线带
32400628;0431820             ;11;35;46;20140812;26;767427;130;1006;1006;四区市场;袜类
32400629;01A5430A            ;0;5;5;20140812;3;759658;7;1001;1001;一区市场;珠宝首饰
32400630;0212359A            ;1;4;5;20140812;4;765424;15;1003;1003;二区市场;箱包
32400631;shop_103889         ;34;51;85;20140812;28;100005254;600;1007;1007;五区市场;网商服务
32400632;0214325             ;0;4;4;20140812;4;768120;17;1003;1003;二区市场;五金工具/配件
32400633;0215341             ;1;12;13;20140812;13;756077;17;1003;1003;二区市场;五金工具/配件
32400634;0432834A            ;0;2;2;20140812;2;769262;130;1006;1006;四区市场;袜类
32400635;0322107A            ;0;1;1;20140812;1;777240;107;1004;1004;三区市场;笔墨纸制品
32400636;0216864             ;0;6;6;20140812;5;813726;19;1003;1003;二区市场;小家电
32400637;Y4-0484A            ;1;5;6;20140812;6;808978;147;1008;1008;篁园服装市场;睡衣
32400638;0570613             ;2;31;33;20140812;18;100005464;600;1007;1007;五区市场;网商服务
32400639;0446260             ;0;14;14;20140812;6;791957;88;1006;1006;四区市场;围巾
32400640;0445613A            ;0;7;7;20140812;7;798585;131;1006;1006;四区市场;皮带/配件
32400641;01A1876A            ;1;16;17;20140812;15;750059;115;1001;1001;一区市场;玩具
32400642;01AA351             ;1;2;3;20140812;3;756617;1;1001;1001;一区市场;花类
32400643;0436104A            ;0;3;3;20140812;3;783960;78;1006;1006;四区市场;日用百货
32400644;0214939             ;0;1;1;20140812;1;762571;17;1003;1003;二区市场;五金工具/配件
32400645;0437023A01          ;0;1;1;20140812;1;779056;134;1006;1006;四区市场;手套
32400646;01A87742            ;0;4;4;20140812;2;752620;10;1001;1001;一区市场;饰品配件
32400647;0212615             ;0;2;2;20140812;2;764198;15;1003;1003;二区市场;箱包
32400648;01A3062             ;3;2;5;20140812;3;756497;6;1001;1001;一区市场;头饰
32400649;Y1-0143B2           ;0;1;1;20140812;1;804282;141;1008;1008;篁园服装市场;裤
32400650;0432665B            ;3;8;11;20140812;10;778277;130;1006;1006;四区市场;袜类
32400651;0218382B            ;6;49;55;20140812;34;761135;22;1003;1003;二区市场;钟表
32400652;0448226             ;2;72;74;20140812;22;789187;86;1006;1006;四区市场;文胸内衣
32400653;0565844             ;1;2;3;20140812;2;801354;151;1007;1007;五区市场;针纺布类
32400654;0440800             ;0;2;2;20140812;2;788176;74;1006;1006;四区市场;线带
32400655;01A2289             ;0;4;4;20140812;4;750637;115;1001;1001;一区市场;玩具
32400656;01A3552             ;0;1;1;20140812;1;749405;6;1001;1001;一区市场;头饰
32400657;0218085             ;0;2;2;20140812;2;774995;20;1003;1003;二区市场;电讯器材
32400658;01A3615             ;0;1;1;20140812;1;755883;6;1001;1001;一区市场;头饰
32400659;01A2201B            ;3;24;27;20140812;22;757729;115;1001;1001;一区市场;玩具
32400660;Y5-0429A            ;0;3;3;20140812;3;806617;148;1008;1008;篁园服装市场;童装
32400661;0321143             ;0;5;5;20140812;5;771213;107;1004;1004;三区市场;笔墨纸制品
32400662;0435065             ;1;3;4;20140812;4;775162;78;1006;1006;四区市场;日用百货
32400663;0328772             ;10;24;34;20140812;21;770919;503;1004;1004;三区市场;生产企业直销中心-文化体育
32400664;0448550A            ;0;10;10;20140812;10;798055;86;1006;1006;四区市场;文胸内衣
32400665;01A48792            ;0;4;4;20140812;1;758408;7;1001;1001;一区市场;珠宝首饰
32400666;0328280             ;1;2;3;20140812;2;774087;65;1004;1004;三区市场;服装辅料
32400667;01A52362            ;3;35;38;20140812;18;100008868;10;1001;1001;一区市场;饰品配件
32400668;02145651            ;1;12;13;20140812;10;773865;17;1003;1003;二区市场;五金工具/配件
32400669;0214208             ;1;4;5;20140812;4;762107;17;1003;1003;二区市场;五金工具/配件
32400670;01A6125             ;0;12;12;20140812;12;749587;9;1001;1001;一区市场;装饰工艺
32400671;0216951             ;0;2;2;20140812;2;768078;19;1003;1003;二区市场;小家电
32400672;01A1571A            ;0;1;1;20140812;1;756245;115;1001;1001;一区市场;玩具
32400673;0218655A            ;10;16;26;20140812;13;763132;500;1003;1003;二区市场;电池/灯/电筒(电子)
32400674;0441414B            ;0;3;3;20140812;3;788069;74;1006;1006;四区市场;线带
32400675;03A1150             ;0;1;1;20140812;1;773578;120;1004;1004;三区市场;皮革
32400676;0438683A            ;0;3;3;20140812;3;786874;133;1006;1006;四区市场;帽子
32400677;Y3-0185             ;0;1;1;20140812;1;809779;144;1008;1008;篁园服装市场;女装
32400678;01A5300B            ;1;1;2;20140812;2;758224;7;1001;1001;一区市场;珠宝首饰
32400679;0213977B            ;0;2;2;20140812;2;761616;17;1003;1003;二区市场;五金工具/配件
32400680;shop_102849         ;0;22;22;20140812;15;100005477;600;1007;1007;五区市场;网商服务
32400681;shop_103523         ;0;2;2;20140812;2;753087;115;1001;1001;一区市场;玩具
32400682;0218090             ;7;107;114;20140812;44;765555;20;1003;1003;二区市场;电讯器材
32400683;01A1555A            ;0;2;2;20140812;2;752042;115;1001;1001;一区市场;玩具
32400684;0326661             ;0;2;2;20140812;2;780224;109;1004;1004;三区市场;化妆品配件
32400685;0448958             ;0;1;1;20140812;1;798043;86;1006;1006;四区市场;文胸内衣
32400686;0327927B            ;0;19;19;20140812;17;769823;104;1004;1004;三区市场;纽扣/拉链
32400687;0442431A            ;2;8;10;20140812;7;797810;80;1006;1006;四区市场;鞋类
32400688;01A5004B            ;0;2;2;20140812;2;750450;7;1001;1001;一区市场;珠宝首饰
32400689;01A7547A            ;2;2;4;20140812;3;752176;9;1001;1001;一区市场;装饰工艺
32400690;shop_120996         ;2;4;6;20140812;6;804988;144;1008;1008;篁园服装市场;女装
32400691;Y5-0511A            ;0;2;2;20140812;2;807346;148;1008;1008;篁园服装市场;童装
32400692;01A35961            ;0;2;2;20140812;1;757046;6;1001;1001;一区市场;头饰
32400693;0442934             ;0;1;1;20140812;1;786297;80;1006;1006;四区市场;鞋类
32400694;Y4-0162A            ;0;5;5;20140812;5;810181;147;1008;1008;篁园服装市场;睡衣
32400695;01A6721B            ;0;4;4;20140812;1;759905;9;1001;1001;一区市场;装饰工艺
32400696;01A8594             ;0;1;1;20140812;1;753135;10;1001;1001;一区市场;饰品配件
32400697;01F3-062            ;2;4;6;20140812;5;751746;513;1001;1001;一区市场;辅房(饰品·工艺品·配件)
32400698;shop_119434         ;3;11;14;20140812;7;804381;143;1008;1008;篁园服装市场;牛仔
32400699;0570561             ;8;76;84;20140812;49;100005082;600;1007;1007;五区市场;网商服务
32400700;01A4234             ;2;8;10;20140812;5;758941;7;1001;1001;一区市场;珠宝首饰
32400701;0436827             ;4;8;12;20140812;9;797294;78;1006;1006;四区市场;日用百货
32400702;0436464             ;0;15;15;20140812;9;798830;78;1006;1006;四区市场;日用百货
32400703;0211119A            ;0;1;1;20140812;1;762900;15;1003;1003;二区市场;箱包
32400704;01A4230A            ;1;3;4;20140812;3;756690;6;1001;1001;一区市场;头饰
32400705;0434860A            ;1;3;4;20140812;4;783268;78;1006;1006;四区市场;日用百货
32400706;0322847             ;1;2;3;20140812;3;768984;107;1004;1004;三区市场;笔墨纸制品
32400707;01A2498             ;0;2;2;20140812;2;756282;115;1001;1001;一区市场;玩具
32400708;01A7146             ;3;4;7;20140812;3;757565;9;1001;1001;一区市场;装饰工艺
32400709;01A4366B            ;0;2;2;20140812;2;758385;7;1001;1001;一区市场;珠宝首饰
32400710;0212318             ;0;5;5;20140812;4;764423;15;1003;1003;二区市场;箱包
32400711;0450851             ;1;23;24;20140812;20;764276;514;1006;1006;四区市场;服饰
32400712;01A8226             ;0;5;5;20140812;4;750434;13;1001;1001;一区市场;旅游工艺
32400713;0435894B            ;2;2;4;20140812;4;787099;78;1006;1006;四区市场;日用百货
32400714;0434179             ;3;5;8;20140812;6;785452;78;1006;1006;四区市场;日用百货
32400715;0438220             ;2;3;5;20140812;4;782669;134;1006;1006;四区市场;手套
32400716;0219333             ;0;2;2;20140812;2;759071;31;1003;1003;二区市场;五金电器
32400717;0219071A            ;1;2;3;20140812;3;780351;123;1003;1003;二区市场;安徽馆
32400718;0431758A            ;4;16;20;20140812;11;780369;130;1006;1006;四区市场;袜类
32400719;0431063             ;0;2;2;20140812;2;775595;130;1006;1006;四区市场;袜类
32400720;01A3621B1           ;0;3;3;20140812;3;755889;6;1001;1001;一区市场;头饰
32400721;01AA607             ;0;2;2;20140812;2;757812;1;1001;1001;一区市场;花类
32400722;0431065A            ;0;1;1;20140812;1;768218;130;1006;1006;四区市场;袜类
32400723;shop_115481         ;9;113;122;20140812;58;100008008;185;1007;1007;五区市场;虚拟商铺
32400724;0215212             ;1;12;13;20140812;9;765104;17;1003;1003;二区市场;五金工具/配件
32400725;0322542B            ;1;1;2;20140812;2;778061;107;1004;1004;三区市场;笔墨纸制品
32400726;0323909             ;2;21;23;20140812;20;777100;68;1004;1004;三区市场;办公学习用品
32400727;shop_111373         ;1;1;2;20140812;2;785553;78;1006;1006;四区市场;日用百货
32400728;0214339             ;0;1;1;20140812;1;758662;17;1003;1003;二区市场;五金工具/配件
32400729;0450083             ;0;1;1;20140812;1;813401;189;1006;1006;四区市场;相框/配件
32400730;01AA932A            ;0;1;1;20140812;1;756791;115;1001;1001;一区市场;玩具
32400731;02149935            ;0;2;2;20140812;2;756896;17;1003;1003;二区市场;五金工具/配件
32400732;01A6278A            ;1;2;3;20140812;3;749809;9;1001;1001;一区市场;装饰工艺
32400733;0326769             ;0;5;5;20140812;4;769492;109;1004;1004;三区市场;化妆品配件
32400734;0435936             ;0;10;10;20140812;8;786174;78;1006;1006;四区市场;日用百货
32400735;0434382             ;0;16;16;20140812;14;785940;78;1006;1006;四区市场;日用百货
32400736;0563049             ;0;1;1;20140812;1;801821;63;1007;1007;五区市场;床上用品
32400737;01A28762            ;0;1;1;20140812;1;751210;115;1001;1001;一区市场;玩具
32400738;0442172B            ;0;5;5;20140812;5;785369;51;1006;1006;四区市场;毛巾
32400739;0447505             ;0;3;3;20140812;2;792196;86;1006;1006;四区市场;文胸内衣
32400740;0561538             ;1;1;2;20140812;2;812290;63;1007;1007;五区市场;床上用品
32400741;0325217             ;2;3;5;20140812;3;774552;68;1004;1004;三区市场;办公学习用品
32400742;0325535             ;1;3;4;20140812;2;772014;68;1004;1004;三区市场;办公学习用品
32400743;01A4646             ;0;3;3;20140812;1;754920;6;1001;1001;一区市场;头饰
32400744;01A3553A            ;1;4;5;20140812;4;749408;6;1001;1001;一区市场;头饰
32400745;0436166             ;2;7;9;20140812;6;783109;78;1006;1006;四区市场;日用百货
32400746;01A3943A1           ;2;1;3;20140812;3;759006;6;1001;1001;一区市场;头饰
32400747;0446920             ;0;1;1;20140812;1;796557;88;1006;1006;四区市场;围巾
32400748;0215862             ;0;1;1;20140812;1;762857;17;1003;1003;二区市场;五金工具/配件
32400749;0324267             ;2;4;6;20140812;4;779941;68;1004;1004;三区市场;办公学习用品
32400750;Y3-0081A            ;0;8;8;20140812;5;810190;144;1008;1008;篁园服装市场;女装
32400751;shop_102418         ;0;1;1;20140812;1;755928;6;1001;1001;一区市场;头饰
32400752;0435523             ;0;7;7;20140812;7;787346;78;1006;1006;四区市场;日用百货
32400753;0321975             ;0;2;2;20140812;1;774830;107;1004;1004;三区市场;笔墨纸制品
32400754;01A42841            ;0;3;3;20140812;2;749489;6;1001;1001;一区市场;头饰
32400755;0441551A            ;0;1;1;20140812;1;788531;80;1006;1006;四区市场;鞋类
32400756;0445866B            ;0;1;1;20140812;1;791069;131;1006;1006;四区市场;皮带/配件
32400757;0447325             ;0;1;1;20140812;1;796908;88;1006;1006;四区市场;围巾
32400758;shop_107304         ;1;7;8;20140812;8;792905;107;1004;1004;三区市场;笔墨纸制品
32400759;0216047A            ;0;5;5;20140812;5;766090;18;1003;1003;二区市场;五金厨卫
32400761;shop_109140         ;0;4;4;20140812;4;754450;7;1001;1001;一区市场;珠宝首饰
32400762;0218212B            ;0;2;2;20140812;2;762191;500;1003;1003;二区市场;电池/灯/电筒(电子)
32400763;0560313             ;9;29;38;20140812;23;802281;180;1007;1007;五区市场;进口商品馆-食品保健品
32400764;0440743A            ;1;7;8;20140812;4;789651;74;1006;1006;四区市场;线带
32400765;0324062             ;0;4;4;20140812;2;775790;68;1004;1004;三区市场;办公学习用品
32400766;0441336A            ;0;1;1;20140812;1;784662;74;1006;1006;四区市场;线带
32400767;0329137             ;3;3;6;20140812;6;774193;93;1004;1004;三区市场;装饰画、装饰画配件及加工机械
32400768;04AA485             ;2;1;3;20140812;3;100000434;2000;1006;1006;四区市场;旅游购物中心
32400769;01A3777             ;0;2;2;20140812;1;759326;6;1001;1001;一区市场;头饰
32400770;shop_99271          ;0;2;2;20140812;2;795924;86;1006;1006;四区市场;文胸内衣
32400771;0444211             ;0;5;5;20140812;5;796822;80;1006;1006;四区市场;鞋类
32400772;01A2778B            ;2;17;19;20140812;15;755269;115;1001;1001;一区市场;玩具
32400773;0440535A            ;0;1;1;20140812;1;789688;74;1006;1006;四区市场;线带
32400774;01A9585             ;0;1;1;20140812;1;782054;505;1001;1001;一区市场;生产企业直销中心(玩具·花类·饰品及配件·工艺品)
32400775;01A7840A            ;0;1;1;20140812;1;752381;12;1001;1001;一区市场;瓷器水晶
32400776;0210139             ;0;1;1;20140812;1;778010;24;1003;1003;二区市场;伞具
32400777;0213708             ;0;3;3;20140812;2;770288;17;1003;1003;二区市场;五金工具/配件
32400778;0214877A            ;1;2;3;20140812;3;756048;17;1003;1003;二区市场;五金工具/配件
32400779;01A1507             ;1;29;30;20140812;22;760422;20;1003;1003;二区市场;电讯器材
32400780;0218740B            ;0;1;1;20140812;1;764762;22;1003;1003;二区市场;钟表
32400781;0218473             ;0;8;8;20140812;8;767286;22;1003;1003;二区市场;钟表
32400782;01A4926             ;0;1;1;20140812;1;758772;7;1001;1001;一区市场;珠宝首饰
32400783;01F2-094            ;0;3;3;20140812;3;749383;512;1001;1001;一区市场;辅房(饰品及配件)
32400784;0436785             ;0;1;1;20140812;1;796723;78;1006;1006;四区市场;日用百货
32400785;0446023             ;0;22;22;20140812;9;788993;131;1006;1006;四区市场;皮带/配件
32400786;Y5-0404             ;0;6;6;20140812;6;803534;148;1008;1008;篁园服装市场;童装
32400787;01A3395             ;0;4;4;20140812;2;753500;6;1001;1001;一区市场;头饰
32400788;0569089             ;21;42;63;20140812;29;800890;146;1007;1007;五区市场;汽车用品
32400789;0432207B            ;0;2;2;20140812;1;783859;130;1006;1006;四区市场;袜类
32400790;0217351             ;0;4;4;20140812;4;765498;19;1003;1003;二区市场;小家电
32400791;0321650B            ;1;1;2;20140812;2;773538;107;1004;1004;三区市场;笔墨纸制品
32400792;shop_116577         ;3;3;6;20140812;5;773998;17;1003;1003;二区市场;五金工具/配件
32400793;0217185             ;0;12;12;20140812;9;761904;19;1003;1003;二区市场;小家电
32400794;Y4-0198             ;2;2;4;20140812;2;809178;150;1008;1008;篁园服装市场;运动服
32400795;0211578A            ;0;2;2;20140812;2;767395;15;1003;1003;二区市场;箱包
32400796;shop_97095          ;0;3;3;20140812;3;100002275;10668;2002;2002;义乌副食品市场;杂货类
32400797;0210124B            ;2;3;5;20140812;3;755964;24;1003;1003;二区市场;伞具
32400798;0436098A            ;1;2;3;20140812;3;779378;78;1006;1006;四区市场;日用百货
32400799;01A2798A            ;0;2;2;20140812;2;757034;115;1001;1001;一区市场;玩具
32400800;0442589A            ;6;24;30;20140812;23;791667;80;1006;1006;四区市场;鞋类
32400801;shop_102481         ;2;1;3;20140812;3;770917;68;1004;1004;三区市场;办公学习用品
32400802;04310591            ;0;2;2;20140812;2;778179;130;1006;1006;四区市场;袜类
32400803;0431050B            ;4;39;43;20140812;25;763242;130;1006;1006;四区市场;袜类
32400804;0216525             ;0;4;4;20140812;4;775465;18;1003;1003;二区市场;五金厨卫
32400805;0212730             ;0;1;1;20140812;1;762522;15;1003;1003;二区市场;箱包
32400806;0431041A            ;0;1;1;20140812;1;779006;130;1006;1006;四区市场;袜类
32400807;0431027A            ;0;1;1;20140812;1;783253;130;1006;1006;四区市场;袜类
32400808;shop_99589          ;0;1;1;20140812;1;783585;130;1006;1006;四区市场;袜类
32400809;Y3-0815             ;0;2;2;20140812;2;804020;144;1008;1008;篁园服装市场;女装
32400810;0324634B            ;0;6;6;20140812;5;780332;68;1004;1004;三区市场;办公学习用品
32400811;shop_102233         ;3;7;10;20140812;9;812974;15;1003;1003;二区市场;箱包
32400812;0442316             ;2;42;44;20140812;29;792015;51;1006;1006;四区市场;毛巾
32400813;0325323B            ;2;11;13;20140812;5;774845;68;1004;1004;三区市场;办公学习用品
32400814;01A8420A            ;0;1;1;20140812;1;749684;10;1001;1001;一区市场;饰品配件
32400815;01A8734             ;1;5;6;20140812;4;754086;10;1001;1001;一区市场;饰品配件
32400816;0216850             ;2;42;44;20140812;33;764860;19;1003;1003;二区市场;小家电
32400817;Y1-0151A            ;0;3;3;20140812;3;804861;141;1008;1008;篁园服装市场;裤
32400818;0323936A            ;2;3;5;20140812;2;772727;68;1004;1004;三区市场;办公学习用品
32400819;0322395             ;1;6;7;20140812;6;797318;107;1004;1004;三区市场;笔墨纸制品
32400820;01A54931            ;0;1;1;20140812;1;751063;7;1001;1001;一区市场;珠宝首饰
32400821;0324448             ;1;2;3;20140812;2;771720;68;1004;1004;三区市场;办公学习用品
32400822;shop_98801          ;2;5;7;20140812;5;100006280;183;1007;1007;五区市场;其他进口商品
32400823;0327467             ;1;11;12;20140812;11;773398;104;1004;1004;三区市场;纽扣/拉链
32400824;01A3184             ;1;1;2;20140812;1;757244;6;1001;1001;一区市场;头饰
32400825;01A3213             ;0;2;2;20140812;2;749825;6;1001;1001;一区市场;头饰
32400826;0214517             ;2;6;8;20140812;6;765342;17;1003;1003;二区市场;五金工具/配件
32400827;0324338A            ;0;1;1;20140812;1;777895;68;1004;1004;三区市场;办公学习用品
32400828;0215826             ;26;55;81;20140812;43;762846;25;1003;1003;二区市场;自行车/童车
32400829;shop_99820          ;0;1;1;20140812;1;766878;20;1003;1003;二区市场;电讯器材
32400831;Y4-0382A            ;0;6;6;20140812;5;810042;147;1008;1008;篁园服装市场;睡衣
32400832;01A1648             ;1;1;2;20140812;2;750100;115;1001;1001;一区市场;玩具
32400833;0446173             ;0;1;1;20140812;1;791521;131;1006;1006;四区市场;皮带/配件
32400834;0322429A            ;0;1;1;20140812;1;772188;107;1004;1004;三区市场;笔墨纸制品
32400835;01A2461B            ;0;1;1;20140812;1;751764;115;1001;1001;一区市场;玩具
32400836;0438186             ;0;1;1;20140812;1;778582;134;1006;1006;四区市场;手套
32400837;0449305A            ;0;2;2;20140812;2;791244;86;1006;1006;四区市场;文胸内衣
32400838;0321725             ;0;1;1;20140812;1;813023;107;1004;1004;三区市场;笔墨纸制品
32400839;0446972B            ;2;25;27;20140812;14;796975;88;1006;1006;四区市场;围巾
32400840;02104061            ;0;1;1;20140812;1;766381;14;1003;1003;二区市场;雨披/包装袋
32400841;0447316             ;0;10;10;20140812;2;790838;88;1006;1006;四区市场;围巾
32400842;0211183B            ;0;2;2;20140812;1;767201;15;1003;1003;二区市场;箱包
32400843;shop_120917         ;1;5;6;20140812;4;783219;102;1004;1004;三区市场;文化体育用品
32400844;0448261             ;0;1;1;20140812;1;790887;86;1006;1006;四区市场;文胸内衣
32400845;0434581B            ;0;4;4;20140812;4;787460;78;1006;1006;四区市场;日用百货
32400846;shop_112602         ;0;8;8;20140812;3;794437;80;1006;1006;四区市场;鞋类
32400847;0562912             ;0;6;6;20140812;5;796533;63;1007;1007;五区市场;床上用品
32400848;0434387B            ;0;2;2;20140812;2;785946;78;1006;1006;四区市场;日用百货
32400849;01A2781             ;0;1;1;20140812;1;751389;115;1001;1001;一区市场;玩具
32400850;01A8445             ;0;2;2;20140812;2;754214;10;1001;1001;一区市场;饰品配件
32400851;01A6637A            ;0;7;7;20140812;6;759683;9;1001;1001;一区市场;装饰工艺
32400852;0437465A            ;0;2;2;20140812;2;783639;134;1006;1006;四区市场;手套
32400853;01A6900             ;0;4;4;20140812;4;757453;9;1001;1001;一区市场;装饰工艺
32400854;01A4300             ;0;1;1;20140812;1;749491;7;1001;1001;一区市场;珠宝首饰
32400855;0436617             ;0;3;3;20140812;2;784751;78;1006;1006;四区市场;日用百货
32400856;0430452B            ;2;2;4;20140812;4;776563;130;1006;1006;四区市场;袜类
32400857;0448821             ;0;1;1;20140812;1;792306;86;1006;1006;四区市场;文胸内衣
32400858;01A5267B            ;0;1;1;20140812;1;754831;7;1001;1001;一区市场;珠宝首饰
32400859;01A1947A            ;1;2;3;20140812;3;756226;115;1001;1001;一区市场;玩具
32400860;01A3983             ;0;4;4;20140812;3;757210;6;1001;1001;一区市场;头饰
32400861;0437699B            ;0;2;2;20140812;2;782358;134;1006;1006;四区市场;手套
32400862;0442443             ;1;42;43;20140812;33;813071;80;1006;1006;四区市场;鞋类
32400863;0324158             ;1;4;5;20140812;4;769414;68;1004;1004;三区市场;办公学习用品
32400864;shop_119671         ;2;9;11;20140812;11;100008008;185;1007;1007;五区市场;虚拟商铺
32400865;0321885             ;2;5;7;20140812;6;771371;107;1004;1004;三区市场;笔墨纸制品
32400866;01A2863             ;3;3;6;20140812;6;755341;115;1001;1001;一区市场;玩具
32400867;01A4807A            ;1;2;3;20140812;3;758923;7;1001;1001;一区市场;珠宝首饰
32400868;01A3469A            ;0;1;1;20140812;1;753500;6;1001;1001;一区市场;头饰
32400869;0325581             ;0;7;7;20140812;7;772027;102;1004;1004;三区市场;文化体育用品
32400870;0219974             ;2;4;6;20140812;3;764779;33;1003;1003;二区市场;外贸机构
32400871;0440613             ;0;1;1;20140812;1;784711;74;1006;1006;四区市场;线带
32400872;0212991             ;1;1;2;20140812;2;783806;17;1003;1003;二区市场;五金工具/配件
32400873;0438746             ;2;3;5;20140812;5;790944;133;1006;1006;四区市场;帽子
32400874;0442216             ;1;5;6;20140812;5;786323;44;1006;1006;四区市场;毛线
32400875;01AAA29             ;0;2;2;20140812;2;750364;1;1001;1001;一区市场;花类
32400876;0219109             ;1;5;6;20140812;5;774314;28;1003;1003;二区市场;香港馆
32400877;0445538             ;0;22;22;20140812;6;768015;131;1006;1006;四区市场;皮带/配件
32400878;0435792A            ;1;5;6;20140812;5;777783;78;1006;1006;四区市场;日用百货
32400879;shop_116566         ;3;36;39;20140812;9;100009248;188;1007;1007;五区市场;B2R
32400880;0451799             ;0;2;2;20140812;1;764301;519;1006;1006;四区市场;鞋类
32400881;0210318A            ;0;2;2;20140812;2;767005;14;1003;1003;二区市场;雨披/包装袋
32400882;01A5645A            ;0;1;1;20140812;1;754665;7;1001;1001;一区市场;珠宝首饰
32400883;01A6259B            ;0;10;10;20140812;8;749367;8;1001;1001;一区市场;喜庆工艺
