ID;USERID;SHOPCOUNT;PRODUCTCOUNT;TOTALCOUNT;TIME;IPCOUNT
32401091;0216568             ;0;1;1;20140812;1
32401092;0438704             ;0;3;3;20140812;3
32401093;0440210A            ;2;5;7;20140812;7
32401094;Y5-0723A            ;0;6;6;20140812;6
32401095;0324407A            ;0;5;5;20140812;5
32401096;02191752            ;0;1;1;20140812;1
32401097;shop_112283         ;0;1;1;20140812;1
32401098;Y4-0466A            ;0;1;1;20140812;1
32401099;shop_114282         ;1;2;3;20140812;3
32401100;0432093A            ;0;1;1;20140812;1
32401101;0432012             ;12;37;49;20140812;16
32401102;01AA758             ;0;2;2;20140812;2
32401103;0436489             ;0;3;3;20140812;3
32401104;Y2-0368A            ;0;1;1;20140812;1
32401105;0325245             ;0;1;1;20140812;1
32401106;04414091            ;0;1;1;20140812;1
32401107;01A5428             ;0;1;1;20140812;1
32401108;shop_124503         ;0;1;1;20140812;1
32401109;01A2212A            ;0;4;4;20140812;4
32401110;0215615A            ;0;1;1;20140812;1
32401111;0218066             ;0;1;1;20140812;1
32401112;0328208             ;1;1;2;20140812;2
32401113;01A5682             ;0;1;1;20140812;1
32401114;0443459             ;1;4;5;20140812;5
32401115;0435404             ;0;1;1;20140812;1
32401116;01A3055             ;0;4;4;20140812;4
32401117;shop_103258         ;0;1;1;20140812;1
32401118;0434216             ;1;2;3;20140812;3
32401119;0214834             ;0;2;2;20140812;1
32401120;0447955A            ;0;1;1;20140812;1
32401121;0435780B            ;1;1;2;20140812;2
32401122;shop_102516         ;0;1;1;20140812;1
32401123;0430853B            ;0;2;2;20140812;2
32401124;shop_109872         ;0;1;1;20140812;1
32401125;05628741            ;1;1;2;20140812;2
32401126;0213848             ;0;2;2;20140812;2
32401127;Y2-0797A            ;0;6;6;20140812;6
32401128;0329156             ;3;3;6;20140812;6
32401129;0439361A            ;1;4;5;20140812;5
32401130;0435203B            ;0;1;1;20140812;1
32401131;0326851             ;0;2;2;20140812;2
32401132;01A52781            ;0;1;1;20140812;1
32401133;0213845             ;0;8;8;20140812;8
32401134;0446657A            ;0;1;1;20140812;1
32401135;0569074             ;1;8;9;20140812;9
32401136;Y4-0274A1           ;0;1;1;20140812;1
32401137;0217675             ;23;46;69;20140812;17
32401138;0432196             ;2;8;10;20140812;8
32401139;shop_96736          ;2;23;25;20140812;21
32401140;01A49751            ;0;1;1;20140812;1
32401141;0211219             ;0;2;2;20140812;2
32401142;0444195             ;0;1;1;20140812;1
32401143;Y1-0109B2           ;0;3;3;20140812;3
32401144;0568784             ;1;2;3;20140812;1
32401145;0219451             ;1;2;3;20140812;2
32401146;0215718             ;2;2;4;20140812;2
32401147;0444236A            ;0;2;2;20140812;2
32401148;0442203             ;0;1;1;20140812;1
32401149;0447521             ;2;4;6;20140812;5
32401150;0325000A            ;1;1;2;20140812;2
32401151;shop_102904         ;0;1;1;20140812;1
32401152;0447072A            ;0;3;3;20140812;2
32401153;0213830B            ;2;4;6;20140812;5
32401154;0328675             ;0;1;1;20140812;1
32401155;0325117B            ;0;2;2;20140812;1
32401156;0449186             ;0;1;1;20140812;1
32401157;0217261             ;1;2;3;20140812;3
32401158;0328685             ;1;4;5;20140812;5
32401159;0446126             ;0;4;4;20140812;3
32401160;04414441            ;0;1;1;20140812;1
32401161;0441442             ;0;1;1;20140812;1
32401162;0441446B            ;0;1;1;20140812;1
32401163;0218861             ;1;2;3;20140812;2
32401164;0328636             ;2;17;19;20140812;14
32401165;shop_113566         ;0;1;1;20140812;1
32401166;0561503             ;0;3;3;20140812;3
32401167;0434554A            ;2;1;3;20140812;2
32401168;Y2-0786A            ;0;2;2;20140812;2
32401169;0214242A            ;1;3;4;20140812;4
32401170;0214569B            ;0;2;2;20140812;1
32401171;0210163             ;1;2;3;20140812;3
32401172;shop_126223         ;0;3;3;20140812;3
32401173;shop_122817         ;0;1;1;20140812;1
32401174;0213785             ;0;1;1;20140812;1
32401175;Y1-0814B            ;1;4;5;20140812;4
32401176;01A1831A            ;0;2;2;20140812;2
32401177;01A2088             ;2;1;3;20140812;3
32401178;0440867B            ;0;1;1;20140812;1
32401179;01A1602A            ;1;1;2;20140812;2
32401180;0217832             ;4;20;24;20140812;17
32401181;01A6630A            ;1;1;2;20140812;2
32401182;0210807B            ;0;1;1;20140812;1
32401183;0326313             ;0;1;1;20140812;1
32401184;01A4121             ;1;1;2;20140812;1
32401185;0565208             ;0;2;2;20140812;1
32401186;0448380             ;0;6;6;20140812;1
32401187;01A43361            ;0;1;1;20140812;1
32401188;0327012             ;1;2;3;20140812;2
32401189;0443827             ;4;17;21;20140812;13
32401190;0565581             ;0;2;2;20140812;2
32401191;0321697             ;1;2;3;20140812;2
32401192;Y1-00892            ;1;9;10;20140812;8
32401193;01A58691            ;0;4;4;20140812;4
32401194;0445769             ;0;2;2;20140812;2
32401195;01AA804             ;2;6;8;20140812;5
32401196;0443771             ;0;3;3;20140812;3
32401197;Y4-0290A            ;0;3;3;20140812;2
32401198;0430775A            ;0;3;3;20140812;3
32401199;01A5162A            ;0;3;3;20140812;3
32401200;01A7480A            ;0;2;2;20140812;2
32401201;shop_108912         ;0;1;1;20140812;1
32401202;0218011             ;0;4;4;20140812;3
32401203;shop_98966          ;0;1;1;20140812;1
32401204;shop_107093         ;0;2;2;20140812;2
32401205;04AA387             ;2;10;12;20140812;10
32401206;shop_102299         ;0;3;3;20140812;3
32401207;Y3-1016             ;0;1;1;20140812;1
32401208;0434501B            ;0;1;1;20140812;1
32401209;01A44412            ;0;2;2;20140812;2
32401210;0443374             ;1;1;2;20140812;2
32401211;0443113A            ;1;4;5;20140812;5
32401212;0443850             ;1;4;5;20140812;5
32401213;0214708             ;3;12;15;20140812;11
32401214;shop_111266         ;0;5;5;20140812;1
32401215;04367951            ;4;8;12;20140812;11
32401216;01F2-146            ;1;2;3;20140812;3
32401217;0217569A            ;9;15;24;20140812;21
32401218;shop_108255         ;3;2;5;20140812;4
32401219;0216055A            ;3;9;12;20140812;9
32401220;0321244B            ;1;2;3;20140812;1
32401221;01A6198A            ;1;7;8;20140812;7
32401222;01AA508B            ;1;3;4;20140812;4
32401223;0441737             ;0;5;5;20140812;5
32401224;0327196             ;1;33;34;20140812;18
32401225;0568969             ;13;9;22;20140812;10
32401226;0442284             ;1;4;5;20140812;5
32401227;0435769             ;0;2;2;20140812;2
32401228;0321819B            ;0;1;1;20140812;1
32401229;0437307A            ;1;2;3;20140812;3
32401230;0568711             ;0;1;1;20140812;1
32401231;shop_97956          ;1;6;7;20140812;6
32401232;0446835             ;0;5;5;20140812;5
32401233;0322309             ;7;8;15;20140812;4
32401234;0448426B            ;0;1;1;20140812;1
32401235;01A4983             ;0;4;4;20140812;3
32401236;Y1-0213B            ;0;1;1;20140812;1
32401237;0446433             ;1;1;2;20140812;2
32401238;01A1250A            ;0;5;5;20140812;2
32401239;01A6138B            ;0;1;1;20140812;1
32401240;shop_96779          ;7;6;13;20140812;7
32401241;0450829             ;0;11;11;20140812;8
32401242;shop_122099         ;1;2;3;20140812;2
32401243;shop_127415         ;0;2;2;20140812;2
32401244;shop_116201         ;4;27;31;20140812;19
32401245;0325419             ;0;1;1;20140812;1
32401246;shop_114621         ;0;1;1;20140812;1
32401247;0325064             ;2;2;4;20140812;4
32401248;0448884             ;9;19;28;20140812;21
32401249;0211905             ;0;4;4;20140812;2
32401250;0328782             ;26;12;38;20140812;18
32401251;Y1-0749A            ;2;8;10;20140812;8
32401252;0325830             ;0;1;1;20140812;1
32401253;0322742             ;0;1;1;20140812;1
32401254;0322035             ;1;4;5;20140812;5
32401255;0442329             ;0;1;1;20140812;1
32401256;0443149             ;0;1;1;20140812;1
32401257;01A3170             ;0;1;1;20140812;1
32401258;0326318             ;2;4;6;20140812;5
32401259;0431017A            ;0;1;1;20140812;1
32401260;0322788             ;0;1;1;20140812;1
32401261;shop_101237         ;0;7;7;20140812;7
32401262;0216947             ;1;6;7;20140812;4
32401263;01A1739A            ;3;1;4;20140812;3
32401264;0451358             ;0;1;1;20140812;1
32401265;Y4-0519A            ;0;7;7;20140812;1
32401266;shop_104722         ;0;1;1;20140812;1
32401267;0321649B            ;2;18;20;20140812;14
32401268;0327585A            ;0;5;5;20140812;4
32401269;0445361             ;0;1;1;20140812;1
32401270;0214229             ;0;1;1;20140812;1
32401271;0325186A            ;1;12;13;20140812;7
32401272;0437936B            ;2;15;17;20140812;14
32401273;0213592             ;2;6;8;20140812;6
32401274;01A8406             ;0;3;3;20140812;3
32401275;Y2-0176A            ;2;2;4;20140812;3
32401276;01A4857A            ;0;13;13;20140812;10
32401277;01A8183             ;1;1;2;20140812;2
32401278;0326572A            ;0;2;2;20140812;2
32401279;01A4244A            ;1;2;3;20140812;2
32401280;01A35721            ;1;2;3;20140812;3
32401281;shop_101767         ;1;2;3;20140812;3
32401282;0443556A            ;0;3;3;20140812;3
32401283;01A5484A            ;0;1;1;20140812;1
32401284;shop_102834         ;1;2;3;20140812;3
32401285;0213554             ;1;4;5;20140812;5
32401286;0219692             ;1;2;3;20140812;2
32401287;0328671             ;7;29;36;20140812;20
32401288;0437379A            ;2;14;16;20140812;11
32401289;01A6058A            ;0;15;15;20140812;9
32401290;Y3-0314             ;0;1;1;20140812;1
32401291;0328766             ;14;9;23;20140812;14
32401292;0321285             ;0;2;2;20140812;1
32401293;0321361A            ;1;19;20;20140812;19
32401294;03L3-3022           ;0;2;2;20140812;2
32401295;01A4379             ;0;2;2;20140812;1
32401296;0431145             ;0;1;1;20140812;1
32401297;0213866             ;1;3;4;20140812;2
32401298;shop_119616         ;1;1;2;20140812;2
32401299;0326727             ;0;4;4;20140812;3
32401300;shop_110611         ;1;6;7;20140812;4
32401301;0434250             ;0;1;1;20140812;1
32401302;01A4045             ;0;1;1;20140812;1
32401303;01A2543A            ;0;1;1;20140812;1
32401304;shop_114585         ;0;1;1;20140812;1
32401305;01A2731B            ;1;3;4;20140812;4
32401306;0432753             ;0;5;5;20140812;3
32401307;0324560             ;1;2;3;20140812;3
32401308;01A4566             ;3;6;9;20140812;8
32401309;01A2936B            ;0;4;4;20140812;3
32401310;01AAA47             ;1;1;2;20140812;2
32401311;0569157A            ;0;1;1;20140812;1
32401312;0326535             ;0;5;5;20140812;5
32401313;0441631             ;0;2;2;20140812;1
32401314;shop_119814         ;2;11;13;20140812;3
32401315;0568980A            ;2;10;12;20140812;11
32401316;shop_112345         ;0;1;1;20140812;1
32401317;shop_97684          ;3;2;5;20140812;4
32401318;01A3088             ;3;7;10;20140812;6
32401319;01A1643A            ;0;3;3;20140812;2
32401320;0570801             ;1;18;19;20140812;13
32401321;0437762             ;0;1;1;20140812;1
32401322;0326895             ;0;1;1;20140812;1
32401323;shop_101972         ;0;12;12;20140812;9
32401324;0442638B            ;1;3;4;20140812;3
32401325;0561270             ;3;3;6;20140812;6
32401326;01A7947             ;0;2;2;20140812;2
32401327;01A2524             ;1;12;13;20140812;12
32401328;0322398             ;1;9;10;20140812;6
32401329;0436315A            ;1;2;3;20140812;3
32401330;0449141             ;0;3;3;20140812;2
32401331;Y2-0667A            ;0;1;1;20140812;1
32401332;0218111             ;0;1;1;20140812;1
32401333;05625841            ;0;2;2;20140812;2
32401334;01AA244             ;0;5;5;20140812;5
32401335;shop_103307         ;0;1;1;20140812;1
32401336;0215743A            ;9;16;25;20140812;14
32401337;0326739             ;1;1;2;20140812;2
32401338;01A26551            ;1;3;4;20140812;2
32401339;01A1953B            ;1;2;3;20140812;3
32401340;01A5010B            ;0;1;1;20140812;1
32401341;01A2799B            ;0;2;2;20140812;2
32401342;0328285             ;1;5;6;20140812;5
32401343;0216908A            ;0;1;1;20140812;1
32401344;0442274             ;0;1;1;20140812;1
32401345;03L3-30161          ;0;1;1;20140812;1
32401346;shop_121435         ;0;2;2;20140812;2
32401347;0560678             ;2;6;8;20140812;7
32401348;0447851             ;0;3;3;20140812;3
32401349;0561451             ;0;1;1;20140812;1
32401350;01A5510A            ;1;2;3;20140812;3
32401351;Y4-0540             ;1;13;14;20140812;14
32401352;01F3-032            ;0;2;2;20140812;1
32401353;01A6403A            ;0;1;1;20140812;1
32401354;01A7110B            ;1;2;3;20140812;3
32401355;0214185             ;0;6;6;20140812;5
32401356;shop_103350         ;2;11;13;20140812;11
32401357;0325327             ;0;3;3;20140812;2
32401358;shop_127240         ;0;1;1;20140812;1
32401359;Y4-0691A            ;0;1;1;20140812;1
32401360;01A4463             ;8;4;12;20140812;9
32401361;0430907B            ;0;1;1;20140812;1
32401362;0329043             ;1;1;2;20140812;2
32401363;0446401             ;0;1;1;20140812;1
32401364;01A3748             ;0;3;3;20140812;2
32401365;01AA503B            ;0;3;3;20140812;3
32401366;0443177             ;0;1;1;20140812;1
32401367;shop_98826          ;0;1;1;20140812;1
32401368;Y3-0737A            ;0;1;1;20140812;1
32401369;shop_119809         ;0;1;1;20140812;1
32401370;0218644             ;0;2;2;20140812;2
32401371;0432873             ;1;5;6;20140812;6
32401372;0323894B            ;2;17;19;20140812;13
32401373;shop_96503          ;0;7;7;20140812;5
32401374;0328083             ;1;2;3;20140812;3
32401375;0431773             ;0;5;5;20140812;2
32401376;01A8349B            ;0;1;1;20140812;1
32401377;shop_103607         ;0;1;1;20140812;1
32401378;0449300A            ;0;2;2;20140812;2
32401379;shop_110916         ;1;2;3;20140812;3
32401380;0440619             ;0;1;1;20140812;1
32401381;0438672A            ;1;1;2;20140812;2
32401382;0212043B            ;0;4;4;20140812;4
32401383;0214676             ;1;1;2;20140812;2
32401384;02105211            ;3;1;4;20140812;2
32401385;0321985B            ;0;2;2;20140812;2
32401386;shop_112127         ;2;1;3;20140812;3
32401387;0328940             ;1;3;4;20140812;4
32401388;0440762             ;1;4;5;20140812;4
32401389;01A8201B            ;0;1;1;20140812;1
32401390;0328712             ;7;6;13;20140812;8
32401391;0565119             ;0;1;1;20140812;1
32401392;0325392             ;10;3;13;20140812;8
32401393;0435655             ;0;4;4;20140812;4
32401394;shop_106035         ;0;1;1;20140812;1
32401395;01A1940             ;0;2;2;20140812;2
32401396;01A3261             ;1;2;3;20140812;3
32401397;0444000A            ;1;1;2;20140812;2
32401398;0448074             ;0;2;2;20140812;2
32401399;shop_110725         ;0;2;2;20140812;2
32401400;0434185             ;1;3;4;20140812;4
32401401;01A5481B            ;0;3;3;20140812;3
32401402;0216454A            ;0;1;1;20140812;1
32401403;0211910             ;0;1;1;20140812;1
32401404;0213720             ;0;3;3;20140812;2
32401405;0438965A            ;0;1;1;20140812;1
32401406;0217120A1           ;3;1;4;20140812;4
32401407;0434525B            ;3;4;7;20140812;6
32401408;0328800             ;2;5;7;20140812;7
32401409;Y3-0295A            ;0;2;2;20140812;2
32401410;01A5022A            ;0;2;2;20140812;1
